Event ID,Event Name,Year,Country,Region,Status,Submitter,Created At,Updated At,Event Date,Start Date,End Date,Date Comments,Quarantine Start,Quarantine End,Additional Date Info,Latitude,Longitude,Location Description,Original Grid Code,Monitoring Grids,Additional Location Info,Monitoring Programme?,Programme Name,Occurred Before?,Occurred Before Details,Water Discoloration,High Phytoplankton,Seafood Toxin,Mass Mortality,Foam/Mucilage,Freshwater,Other Effect,Other Effect Details,Humans Affected,Natural Fish Affected,Aquaculture Fish Affected,Shellfish Affected,Birds Affected,Marine Mammals Affected,Plankton Affected,Benthic Life Affected,Seaweed Affected,Other Terrestrial Affected,Impact Comments,Terrestrial Comments,Toxin Detected?,Toxicity Range,Unexplained Toxicity,Toxicity Comments,Transvectors,Causative Species,Causative Species Details,Associated Species,Associated Species Details,Syndromes,Toxins Found,Assay Species Tested,Assay Toxins,Assay Concentrations,Assay Methods,Chlorophyll Analysis,Additional Algae Info,Weather Conditions,Wind Direction,Wind Velocity,Water Temp,Salinity,Oxygen Content,Oxygen Saturation,Turbidity,Secchi Disc,Current Velocity,Advected?,In Situ?,Advected Info,Stratification Info,Nutrients,Additional Env Info,Additional Harmful Effect Info,Additional Bloom Info,Management Decision,Economic Losses,References,Contacts
5556,SE-14-011,2014,SWEDEN,,Approved,,2017-05-11,,2014-04-21,2014-04-21,2014-05-05,,2014-04-21,2014-05-05,,58.28,11.03,Halsefjorden,,SE-08,,Yes,Swedish National Food Agency monitoring of phycotoxins etc.,No,,No,No,Yes,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,Yes,DST max 230 µg/kg,NULL,,,Dinophysis spp.,Dinophysis spp.,,,DSP,,Mytilus edulis,STX eq,,LC-MS,,,,   ,,,,,,,,,No,No,,NULL,,,,,Closure of harvesting area,,,"PERSSON, Malin; KARLSON, Bengt"
4600,SE-14-004,2014,SWEDEN,,Approved,,2015-04-14,,,,,,,,,58.28,11.03,Halsefjord,,SE-08,,No,,No,,No,No,Yes,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,,,Yes,170-230 µg per 100 g mussel meat,NULL,,,,,,,DSP,,,DA eq,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"KARLSON, Bengt"
4597,SE-14-001,2014,SWEDEN,,Approved,,2015-04-15,,2014-04-01,2014-04-01,2014-06-09,,2014-04-01,2014-06-09,,58.322222,11.322222,Bottnefjord,,SE-08,The position is not exact,Yes,Swedish national marine monitoring program for marine biotoxins and fecal contamination in live bivalve molluscs,No,This is the first well documented event,No,No,Yes,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,Yes,PST 1300 ìg kg-1.,NULL,,,Alexandrium tamarense (Lebour) Balech 1985,Alexandrium tamarense (Lebour) Balech 1985,Alexandrium ostenfeldii (Paulsen) Balech et Tangen 1985,Alexandrium ostenfeldii (Paulsen) Balech et Tangen 1985,PSP,,Mytilus edulis,,,LC-MS,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"PERSSON, Malin; KARLSON, Bengt"
5894,TUR-14-011,2014,TURKEY,,Approved,,2017-10-01,,2014-07-17,,,,,,,41.0404,28.9487,Golden Horn Estuary,,TR-01,,Yes,TUBITAK Project-113Y091,No,,Yes,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,No,,NULL,,,Plagioselmis prolonga Butcher,Plagioselmis prolonga Butcher,,,,,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"TAS, Seyfettin"
5895,TUR-14-012,2014,TURKEY,,Approved,,2017-10-01,,2014-07-23,,,,,,,41.0404,28.9487,Golden Horn Estuary,,TR-01,,Yes,TUBITAK Project-113Y091,No,,Yes,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,No,,NULL,,,Thalassiosira minima Gaarder 1951,Thalassiosira minima Gaarder 1951,,,,,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"TAS, Seyfettin"
5893,TUR-14-010,2014,TURKEY,,Approved,,2017-10-01,,2014-07-10,,,,,,,41.0404,28.9487,Golden Horn Estuary,,TR-01,,Yes,TUBITAK Project-113Y091,No,,Yes,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,No,,NULL,,,Scrippsiella trochoidea,Scrippsiella trochoidea,,,,,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"TAS, Seyfettin"
5892,TUR-14-009,2014,TURKEY,,Approved,,2017-10-01,,2014-07-10,,,,,,,41.0404,28.9487,Golden Horn Estuary,,TR-01,,Yes,TUBITAK Project-113Y091,No,,Yes,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,No,,NULL,,,Eutreptiella marina da Cunha 1914,Eutreptiella marina da Cunha 1914,Pyramimonas grossii Parke 1949,Pyramimonas grossii Parke 1949,,,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"TAS, Seyfettin"
5891,TUR-14-008,2014,TURKEY,,Approved,,2017-10-01,,2014-07-03,,,,,,,41.0404,28.9487,Golden Horn Estuary,,TR-01,,Yes,TUBITAK Project-113Y091,No,,No,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,No,,NULL,,,Heterocapsa triquetra,Heterocapsa triquetra,Skeletonema sp.; Cylindrotheca closterium,Skeletonema sp.; Cylindrotheca closterium,,,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"TAS, Seyfettin"
5890,TUR-14-007,2014,TURKEY,,Approved,,2017-10-01,,2014-06-25,,,,,,,41.0404,28.9487,Golden Horn Estuary,,TR-01,,Yes,TUBITAK Project-113Y091,No,,Yes,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,No,,NULL,,,Heterosigma akashiwo,Heterosigma akashiwo,,,,,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"TAS, Seyfettin"
5888,TUR-14-005,2014,TURKEY,,Approved,,2017-10-01,2019-04-22,2014-05-21,,,,,,,41.0404,28.9487,Golden Horn Estuary,,TR-01,,No,TUBITAK Project-113Y091,No,,No,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,Yes,0.44 µg particulate Domoic Acid,NULL,,,Pseudo-nitzschia calliantha,Pseudo-nitzschia calliantha,,,,,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"TAS, Seyfettin"
5887,TUR-14-004,2014,TURKEY,,Approved,,2017-10-01,,2014-05-21,,,,,,,41.0404,28.9487,Golden Horn Estuary,,TR-01,,Yes,TUBITAK Project-113Y091,No,,Yes,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,No,,NULL,,,Plagioselmis prolonga Butcher,Plagioselmis prolonga Butcher,,,,,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"TAS, Seyfettin"
5885,TUR-14-002,2014,TURKEY,,Approved,,2017-10-02,,2014-04-15,,,,,,,41.0404,28.9487,Golden Horn Estuary,,TR-01,,Yes,TUBITAK Project-113Y091,No,,Yes,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,No,,NULL,,,Heterocapsa triquetra (Ehrenberg) Stein 1883,Heterocapsa triquetra (Ehrenberg) Stein 1883,,,,,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"TAS, Seyfettin"
5889,TUR-14-006,2014,TURKEY,,Approved,,2017-10-01,,2014-06-11,,,,,,,41.0404,28.9487,Golden Horn Estuary,,TR-01,,Yes,TUBITAK Project-113Y091,No,,Yes,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,No,,NULL,,,Skeletonema sp.,Skeletonema sp.,,,,,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"TAS, Seyfettin"
5884,TUR-14-001,2014,TURKEY,,Approved,,2017-10-02,,2014-04-08,,,,,,,41.0404,28.9487,Golden Horn Estuary,,TR-01,,Yes,TUBITAK Project-113Y091,No,,Yes,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,No,,NULL,,,Eutreptiella marina da Cunha 1914,Eutreptiella marina da Cunha 1914,,,,,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"TAS, Seyfettin"
5886,TUR-14-003,2014,TURKEY,,Approved,,2017-10-01,,2014-04-22,,,,,,,41.0404,28.9487,Golden Horn Estuary,,TR-01,,Yes,TUBITAK Project-113Y091,No,,Yes,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,No,,NULL,,,Heterosigma akashiwo,Heterosigma akashiwo,,,,,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"TAS, Seyfettin"
4558,GB-14-010,2014,UNITED KINGDOM,,Approved,,2015-04-10,,2014-06-24,,,,2014-06-24,2014-12-02,,56.17,-5.97,West Coast,,GB-16; GB-17; GB-18; GB-19,"This event impacted numerous sites along the Scottish west coast. These include Loch Eishort, Loch Ewe, Loch Torridon, Loch Roag, Loch Laxford, Loch Inchard, Loch Roag, Loch Scidain,",Yes,Food Standards Agency Scotland Monitoring Programme,No,See previous reports,No,No,Yes,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,,,No,,NULL,,,Dinophysis spp.,Dinophysis spp. [3520 cells/L],,,DSP,,Mytilus edulis,Okadaic acid,1049,LC-MS,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"BRESNAN, Eileen; Davidson, Keith"
4540,GB-14-001,2014,UNITED KINGDOM,,Approved,,2015-04-10,2020-07-07,2014-05-13,,,,2014-05-13,2014-05-13,,50.34,-2.45,Portland Harbour,,GB-07,,Yes,Food Standards Agency monitoring programme,No,,No,No,Yes,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,,,Yes,36 mg/kg,NULL,,,Pseudo-nitzschia spp.,Pseudo-nitzschia spp.,,,ASP,,Mytilus edulis,Domoic acid,36 mg/kg,LC,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"Cefas Plankton Lab; BRESNAN, Eileen"
4556,GB-14-008,2014,UNITED KINGDOM,,Approved,,2015-04-10,2019-11-28,2014-04-16,2014-04-16,2014-08-28,,2014-04-16,2014-09-11,,55.3,-5.28,The Clyde,,GB-15,"This event took place in multiple sites Campbeltown Loch, Loch Fyne, Loch Striven  in the Clyde Sea",Yes,Food Standards Agency Scotland Monitoring Programme,No,,No,No,Yes,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,,,Yes,>800 µg STX eq/ kg,NULL,,,Alexandrium sp.,"Alexandrium sp. [7,280 cells/L] (Loch Striven collected 17/6/2014)",,,PSP,,Mytilus edulis,Saxitoxin,14730,LC,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"BRESNAN, Eileen; Davidson, Keith"
4541,GB-14-002,2014,UNITED KINGDOM,,Approved,,2015-04-10,,2014-07-01,,,,2014-07-01,2014-09-22,,50.05,-4.49,"Fowey, St. Austell and Taw",,GB-08; GB-10,,Yes,Food Standards Agency Monitoring Programme,No,,No,No,Yes,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,,,Yes,160 - 3513 µg/kg,NULL,,,Dinophysis spp.,Dinophysis spp.,,,DSP,,Mytilus edulis,Okadaic acid,3513 µg/kg,LC-MS,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"Cefas Plankton Lab; BRESNAN, Eileen"
4559,GB-14-011,2014,UNITED KINGDOM,,Approved,,2015-04-10,2020-10-13,2014-06-16,,,,2014-06-16,2014-12-15,,56.85,-1.87,East Coast,,GB-23,These event was detected at the Firth of Forth and Largo Bay,Yes,Food Standards Agency Scotland Monitoring Programme,No,See previous reports,No,No,Yes,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,,,Yes,>160 µg OA/kg,0,,,Dinophysis spp.,Dinophysis spp. [500 cells/L],,,DSP,,Spisula solida; Mytilus Edulis; Ensis,Okadaic acid,534; 768 µg OA/kg; 208,LC-MS,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"BRESNAN, Eileen; Davidson, Keith"
4551,GB-14-004,2014,UNITED KINGDOM,,Approved,,2015-04-10,2017-06-28,2014-06-03,,,,2014-06-03,2014-06-03,,58.79,-5.1,Loch Laxford,,GB-19,This event took place in Loch Laxford.,Yes,Foods Standards Agency Scotland Biotoxin Monitoring Programme,No,See previous records,No,No,Yes,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,,,Yes,> 800 µg/kg,NULL,,,Alexandrium spp.,Alexandrium spp. [360 cells/L],,,PSP,,Mytilus edulis,STX eq,1065 µg STX eq/kg,LC,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"BRESNAN, Eileen; Davidson, Keith"
9040,GB-14-012,2014,UNITED KINGDOM,Region 12 (EUR),Approved,,2020-10-05,,2014-11-01,,,https://www.bbc.co.uk/news/world-europe-isle-,2014-11-01,2015-01-15,https://www.bbc.co.uk/news/world-europe-isle-,,,Isle of Man,,,https://www.bbc.co.uk/news/world-europe-isle-of-man-29848650,Yes,Isle of Man monitoring programme,No,,No,No,Yes,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,Yes,> 20 mg DA/KG,NULL,,,,,,,ASP,,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,https://www.bbc.co.uk/news/world-europe-isle-of-man-30831820,,,"BRESNAN, Eileen"
4557,GB-14-009,2014,UNITED KINGDOM,,Approved,,2015-04-10,,2014-07-21,,,,2014-07-21,2014-07-25,,60.49,-1.91,Shetland Islands,,GB-21,"These events took place in Weisdale Voe, Clift SOunds and ROnas Voe.",Yes,Food Standards Agency Scotland Monitoring Programme,No,,No,No,Yes,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,,,Yes,>160 OA µg/kg,NULL,,,Dinophysis acuminata,Dinophysis acuminata [1920 cells/L],,,DSP,,Mytilus edulis,Okadaic acid,554 µg/kg,LC-MS,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"BRESNAN, Eileen; Davidson, Keith"
4554,GB-14-006,2014,UNITED KINGDOM,,Approved,,2015-04-10,,2014-04-15,,,,2014-04-15,2014-04-22,,55.3,-5.28,The Clyde,,GB-15,These events took place in Loch Fyne  in the Clyde,Yes,Food Standards Agency Monitoring Programme,No,See previous reports,No,No,Yes,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,,,No,,NULL,,,Alexandrium sp.,Alexandrium sp. [380 cells/L],,,PSP,,Mytilus edulis,Saxitoxin,2177 µg STX eq / kg,LC,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"BRESNAN, Eileen; Davidson, Keith"
4553,GB-14-005,2014,UNITED KINGDOM,,Approved,,2015-04-10,,2014-05-12,,,,2014-05-12,2014-05-26,,58.03,-3.12,Dornoch Firth,,GB-22,,Yes,Food Standards Agency Scotland Monitoring Programme,No,See previous reports,No,No,Yes,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,,,Yes,>800 µg STX eq/kg,NULL,,,Alexandrium spp.,Alexandrium spp. [580 cells/L],,,PSP,,Mytilus edulis,STX eq,2198,LC,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"BRESNAN, Eileen; Davidson, Keith"
4555,GB-14-007,2014,UNITED KINGDOM,,Approved,,2015-04-10,,2014-05-27,2014-05-20,2014-05-20,,2014-05-27,2014-05-27,,55.3,-5.28,The Clyde,,GB-15,This event took place in Loch Striven in the Clyde,Yes,Food Standards Agency Monitoring Programme,No,,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,Yes,>800 µg STX eq/kg,0,,,Alexandrium spp.,Alexandrium spp. [7280 cells/L],,,PSP,,Mytilus edulis,Saxitoxin,14730 µg STX eq/kg,LC,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"BRESNAN, Eileen; Davidson, Keith"
4549,GB-14-003,2014,UNITED KINGDOM,,Approved,,2015-04-10,,2014-07-23,,,,2014-07-23,2014-08-04,,60.49,-1.91,Shetland Islands,,GB-21,"Alexandrium was widespread throughout the islands but only a small number of closures enforced at Vaila Sound, Weisdale Voe and Ronas Voe.",Yes,FOod Standards Agency Scotland Monitoring Programme,No,See reports from previous years,No,No,Yes,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,,,Yes,>800µg STX/kg,NULL,,,Alexandrium spp.,"Alexandrium spp. [1,200 cells/L]",,,PSP,,Mytilus edulis,Saxitoxin,2260 µg/kg,LC,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"BRESNAN, Eileen; Davidson, Keith"
9070,US-14-020,2014,UNITED STATES,,Approved,,2020-10-09,,,,,,,,,35.55,-122.06,Sausalito,,US-20,,Yes,The Marine Mammal Center,No,,No,No,No,Yes,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,255 Sea Lions,,No,,NULL,,,Pseudo-nitzschia spp.,Pseudo-nitzschia spp.,,,ASP,,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"NORRIS, Tenaya"
5378,US-14-010,2014,UNITED STATES,,Approved,,2017-02-08,,,,,April 15 - August 9 2014,2014-04-15,2014-08-09,April 15 - August 9 2014,40.49,-72.18,"Northport Bay, NY; Cold Spring Harbor, NY",,US-08,Habors and Coves,Yes,NOAA-MERHAB,No,,No,Yes,Yes,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,,,Yes,200ng/hg,0,,,Dinophysis acuminata,Dinophysis acuminata [54000 cells/L] (dinoflagellate),,,DSP,,Ribbed Mussels; Blue Mussels; Soft Shell Clams,,,Other,,,,   ,,,,,,,,,No,No,,NULL,,,,,no closure implemented,,,GOBLER
5376,US-14-008,2014,UNITED STATES,,Approved,,2017-02-08,2019-06-11,,,,Great South Bay had fall bloom west of inlet,2014-06-11,2014-12-05,Great South Bay had fall bloom west of inlet,40.49,-72.18,"Great South Bay, Moriches Bay, Quantuck Bay, Shinnecock Bay, NY",,US-08,100 km of lagoon,Yes,Privately supported program,No,,Yes,Yes,No,No,No,No,No,,No,No,No,Yes,No,No,Yes,Yes,No,Yes,,,No,,0,,,Aureococcus anophagefferens,Aureococcus anophagefferens [570000000 cells/L] (Pelagophyte),,,OTHER,,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,GOBLER
5377,US-14-009,2014,UNITED STATES,,Approved,,2017-02-08,,,,,July through September,2014-07-01,2014-09-30,July through September,40.49,-72.18,"Peconic Bay estuary, Shinnecock Bay, Sag Harbor, Accabonic Harbor, Three Mile Harbor",,US-08,Harbors and Coves,Yes,Suffolk County,No,,Yes,Yes,No,No,No,No,No,,No,Yes,Yes,No,No,No,Yes,Yes,No,No,,,No,,1,,,Cochlodinium spp.,Cochlodinium spp. [35000000 cells/L] (dinoflagellate),,,OTHER,,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,GOBLER
5379,US-14-011,2014,UNITED STATES,,Approved,,2017-02-08,,,,,10/23/14-12/5/14,2014-10-23,2014-12-05,10/23/14-12/5/14,28.53,-83.86,Saint Joseph Bay,,US-16,,Yes,FWC/FWRI HAB Monitoring Program,No,2013,No,Yes,Yes,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,Yes,2.2 mg DA / 100 g shellfish tissue,0,,no documented human illnesses,Pseudo-nitzschia spp.,Pseudo-nitzschia spp. [6783333 cells/L] (Bacillariophyceae. ASP producer),,,ASP,,"Eastern oyster, Crassostrea virginica",STX eq,,Other,,,,   ,,,,,,,,,No,No,,NULL,,,,,shellfish harvest closure,,,"HUBBARD, Katherine"
5382,US-14-013,2014,UNITED STATES,,Approved,,2017-02-08,2020-07-29,,,,10/30/2014-11/24/14,2014-10-30,2014-11-24,10/30/2014-11/24/14,28.53,-83.86,"Southwest Florida (Sarasota, Charlotte, Lee, Collier counties)",,US-16,bloom spanned inshore/offshore waters but was spatially and temporally patchy,Yes,FWC/FWRI HAB Monitoring Program,No,annually,No,Yes,Yes,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,"fish kills were observed, sea turtle mortalities",,No,,NULL,,no documented human illnesses,Karenia brevis,Karenia brevis [5547500 cells/L] (Dinophyceae. NSP producer),,,NSP; Aerosolized toxins effects,,"Hard Clam, Mercenaria mercenaria",,,Bioassay-Mouse,,,,   ,,,,,,,,,Yes,No,bloom was patchy and originated offshore,NULL,,DO Range: 3.3-8.6,,,shellfish harvest closure,,"Foley, A., Stacy, B. A., Schueller, P., Flewelling, L. J., Schroeder, B., Minch, K., Fauquier, D. A., Foote, J. J., Manire, C., Atwood, K. E., Granholm, A. A., Landsberg, J. H., 2019. Assessing Karenia brevis red tide as a mortality factor of sea turtles in Florida. Dis. Aquat. Org. 132, 109–124.","HUBBARD, Katherine"
5386,US-14-018,2014,UNITED STATES,,Approved,,2017-02-08,2020-06-26,,,,9/23/DA- on going,2014-03-30,2014-06-30,9/23/DA- on going,44.48,-124.81,Oregon,,US-22,,Yes,Oregon Department of Agriculture biotoxin monitoring program,No,,No,No,Yes,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,Yes,,,Yes,"Up to 792µ PSP, Up to 53 ppm DA",0,,"California mussels; PSP, razor clams: ASP",Algirosphaera spp.,Algirosphaera spp.,,,ASP; PSP,,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,recreational catch limited for razor clams and mussels. Minor economic loss.,,"Manderson, Alex"
5385,US-14-017,2014,UNITED STATES,,Approved,,2017-02-08,2020-06-26,,,,,2014-05-28,2014-06-09,,42.149722,-70.133056,"Hampton Beach, Star Island, Hampton/Seabrook",,US-03,,Yes,NH Dept. Environmental Services Routine PSP monitoring program,No,spatial and temporal pattern of toxicity was typical for these areas,No,No,Yes,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,Yes,,,Yes,78.4 - 658 ug/100g,0,,,Alexandrium spp.,Alexandrium spp.,,,PSP,,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"NASH, Chris"
4662,US-14-002,2014,UNITED STATES,,Approved,,2015-07-08,,2014-03-21,,,,,,,27.96,-95.48,Galveston Bay to Copano Bay,,US-18,,Yes,Texas Dept of State Health Services,No,,Yes,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,,,Yes,,NULL,,,Dinophysis ovum Schütt sensu Martin 1929,Dinophysis ovum Schütt sensu Martin 1929,,,DSP,,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"Campbell, Lisa"
8714,US-14-019,2014,UNITED STATES,,Approved,,2020-04-22,,,,,,,,,42.53,-70.19,Massachusetts Bay,,US-04,,Yes,Massachusetts DMF Biotoxin Monitoring Program,No,common in Mass Bay,No,No,Yes,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,,,Yes,253ug STX/100g shellfish,0,,,Alexandrium catenella,Alexandrium catenella,,,PSP,,blue mussels,,,Bioassay-Mouse,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"HICKEY, Mike; O'NEIL, Terry"
5375,US-14-007,2014,UNITED STATES,,Approved,,2017-02-08,,,,,April to June,2014-04-29,2014-06-11,April to June,40.49,-72.18,"Northport Bay, NY; Meetinghouse Creek, NY; Shinnecock Bay, NY",,US-08,,Yes,NOAA-MERHAB,No,,No,Yes,Yes,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,,,Yes,53µg100g shellfish,NULL,,,Alexandrium spp.,Alexandrium spp. [7500 cells/L] (dinoflagellate),,,,,Blue Mussels,,,Bioassay-Mouse,,,,   ,,,,,,,,,No,No,,NULL,,,,,no closures implemented,,,GOBLER
4661,US-14-001,2014,UNITED STATES,,Approved,,2015-07-08,,2014-05-01,2014-05-01,2014-07-31,"Western ME, 5 - 6/15, Eastern ME 6 - 7/15",,,"Western ME, 5 - 6/15, Eastern ME 6 - 7/15",44.14,-67.53,"US-01, 02",,US-01,,No,,No,,No,Yes,No,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,,,Yes,10-500 µg/100g STX and 0-3.0 µg/g DA,NULL,,,Alexandrium fundyense; Pseudo-nitzschia spp.,"Alexandrium fundyense [5,000 cells/L]; Pseudo-nitzschia spp. [15,000 cells/L]",,,ASP; PSP,,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"Siois, Alison"
5383,US-14-015,2014,UNITED STATES,,Approved,,2017-02-08,,,,,7/13/14-11/22/14,2014-08-13,2014-11-22,7/13/14-11/22/14,28.53,-79.87,Indian River Lagoon; Brevard County,,US-15,,Yes,FWC/FWRI HAB Monitoring Program,No,,Yes,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,Yes,<40-217 ug STX equivalents per 100 g shellfish tissue,0,,no documented human illnesses,Pyrodinium bahamense,Pyrodinium bahamense [2425000 cells/L] (dinophyceae. PSP producer),,,PSP,,"Hard Clam, Mercenaria mercenaria",,,Bioassay-Mouse,,,,   ,,,,,,,,,No,Yes,,NULL,,DO ranged from 2.1-9.7 mg/L,,,shellfish harvest closure,,,"HUBBARD, Katherine"
5373,US-14-005,2014,UNITED STATES,,Approved,,2017-02-08,,,,,bloom said to be present several weeks before,2014-07-21,2014-08-06,bloom said to be present several weeks before,37.69,-74.74,Bear Creek Lake State Park and Twin Lakes State Park,,US-10,"Algal surface scum patches throughout lake, including within swimming beaches of state park",Yes,"Virginia Department of Health, HAB monitoring and lake survey",No,,Yes,Yes,No,No,Yes,No,No,,No,No,No,No,No,No,No,No,No,No,,,Yes,"Microcystin, up to 10ppb",NULL,,,Planktothrix spp.,"Planktothrix spp. [surface scums: >10 million cells/ml cells/L] (cyanobacteria. extremely dense surface scums.  water column samples had ~10,000 cells/ml or less and ~1ppb or less microcystin)",Microcystis sp.; Anabaena sp.; Planktolyngbya spp.,"Microcystis sp. [<1000 cell/ml cells/L]; Anabaena sp. [1000-10,000 cells/ml cells/L]; Planktolyngbya spp. [1000-10,000 cells/ml cells/L]",,,Planktothrix,STX eq,,ELISA,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,,"EGERTON, Todd"
